,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,married,car_possesion,offspring
2910,39.0,1.0,1,13.0,2,0,3.0,4.0,standard,4.0,3.0,0,1,seniormanager,376800.0,0,2,1,2
2911,48.0,0.0,1,8.0,0,0,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,368025.0,0,1,0,1
2912,30.0,1.0,1,23.0,1,1,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,364545.0,0,3,1,1
2913,53.0,1.0,2,7.0,1,0,3.0,4.0,king,5.0,7.0,0,4,vp,500000.0,0,2,1,2
2914,42.0,1.0,3,14.0,1,1,3.0,3.0,standard,4.0,5.0,0,4,seniormanager,404610.0,0,2,1,2
2915,,1.0,3,10.0,1,0,2.0,3.0,basic,5.0,1.0,0,4,executive,287250.0,1,2,1,1
2916,35.0,0.0,3,22.0,1,1,1.0,3.0,basic,4.0,2.0,0,3,executive,257370.0,0,3,1,0
2917,35.0,1.0,2,23.0,1,1,1.0,4.0,deluxe,4.0,2.0,0,3,manager,337725.0,0,3,1,0
2918,56.0,1.0,2,23.0,1,1,1.0,3.0,deluxe,4.0,4.0,0,3,manager,318630.0,0,3,0,0
2919,36.0,1.0,3,12.0,1,1,1.0,3.0,deluxe,4.0,4.0,0,3,manager,300000.0,0,3,0,0
2920,37.0,0.0,2,18.0,1,1,2.0,3.0,basic,4.0,5.0,0,3,executive,269010.0,1,3,0,1
2921,34.0,0.0,2,11.0,1,1,3.0,3.0,basic,3.0,5.0,1,4,executive,260010.0,1,3,1,0
2922,30.0,0.0,2,6.0,0,1,1.0,3.0,standard,4.0,2.0,0,3,seniormanager,368655.0,0,1,1,0
2923,37.0,0.0,2,15.0,0,0,1.0,3.0,deluxe,4.0,1.0,0,4,manager,276225.0,0,0,1,0
2924,57.0,1.0,2,12.0,0,0,1.0,3.0,standard,4.0,5.0,0,4,seniormanager,400000.0,0,1,1,0
2925,30.0,1.0,2,15.0,0,1,1.0,3.0,basic,4.0,5.0,0,3,executive,256230.0,0,0,0,0
2926,30.0,0.0,2,,1,0,2.0,3.0,deluxe,4.0,2.0,1,4,manager,300000.0,0,0,0,1
2927,56.0,0.0,3,9.0,0,1,1.0,3.0,standard,4.0,2.0,1,3,seniormanager,345330.0,0,1,1,0
2928,39.0,1.0,1,13.0,1,0,1.0,3.0,basic,4.0,3.0,0,3,executive,259020.0,0,0,0,0
2929,26.0,1.0,1,,1,1,2.0,3.0,basic,4.0,1.0,0,4,executive,244485.0,0,0,0,1
2930,20.0,1.0,1,21.0,1,1,1.0,3.0,standard,4.0,3.0,0,3,seniormanager,262905.0,0,3,0,0
2931,53.0,0.0,1,16.0,1,1,1.0,3.0,standard,4.0,1.0,0,4,seniormanager,400000.0,0,2,1,0
2932,41.0,1.0,1,10.0,1,1,2.0,3.0,king,5.0,3.0,0,4,vp,470000.0,0,0,0,1
2933,43.0,0.0,1,26.0,2,0,1.0,3.0,deluxe,4.0,5.0,0,4,manager,330000.0,0,1,1,0
2934,30.0,1.0,1,12.0,1,0,1.0,3.0,deluxe,4.0,2.0,0,4,manager,249120.0,0,2,1,0
2935,33.0,1.0,1,6.0,2,0,1.0,3.0,standard,4.0,2.0,0,3,seniormanager,300000.0,0,2,0,0
2936,32.0,0.0,2,20.0,1,0,1.0,3.0,basic,4.0,2.0,0,2,executive,253410.0,0,2,0,0
2937,36.0,1.0,2,5.0,1,0,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,359415.0,0,2,0,0
2938,37.0,1.0,3,15.0,2,0,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,400000.0,0,2,0,0
2939,34.0,0.0,2,17.0,1,1,1.0,4.0,basic,4.0,2.0,0,2,executive,268125.0,0,0,0,0
2940,28.0,0.0,2,17.0,1,0,1.0,3.0,basic,4.0,2.0,0,1,executive,301995.0,0,3,1,0
2941,42.0,1.0,2,26.0,0,0,2.0,3.0,deluxe,4.0,5.0,0,2,manager,300000.0,1,2,1,1
2942,,1.0,3,,1,0,1.0,3.0,deluxe,4.0,1.0,0,1,manager,,1,0,1,0
2943,29.0,0.0,3,20.0,0,1,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,389730.0,0,1,1,0
2944,39.0,0.0,3,23.0,1,1,2.0,3.0,deluxe,4.0,2.0,0,1,manager,305970.0,0,3,0,1
2945,33.0,0.0,2,,1,0,1.0,3.0,deluxe,4.0,1.0,0,2,manager,292350.0,0,2,0,0
2946,59.0,0.0,2,16.0,0,0,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,411000.0,0,3,1,0
2947,30.0,1.0,2,8.0,1,0,2.0,3.0,deluxe,4.0,2.0,0,2,manager,376470.0,0,2,1,1
2948,27.0,1.0,2,16.0,1,1,1.0,3.0,basic,4.0,2.0,0,2,executive,269730.0,1,2,0,0
2949,28.0,0.0,2,11.0,1,0,1.0,3.0,deluxe,4.0,1.0,0,1,manager,253410.0,0,2,1,0
2950,47.0,0.0,3,12.0,0,1,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,369315.0,0,1,0,1
2951,54.0,0.0,2,7.0,1,1,1.0,3.0,superdeluxe,4.0,1.0,0,2,avp,471165.0,1,0,1,0
2952,37.0,0.0,2,,1,1,1.0,3.0,deluxe,4.0,2.0,0,2,manager,294630.0,0,2,1,0
2953,35.0,1.0,2,11.0,1,0,1.0,3.0,basic,4.0,1.0,0,1,executive,259770.0,0,0,1,0
2954,58.0,0.0,1,8.0,1,0,3.0,3.0,basic,4.0,6.0,1,1,executive,386205.0,0,3,0,2
2955,42.0,0.0,1,10.0,1,0,2.0,4.0,basic,5.0,5.0,1,2,executive,343125.0,1,2,0,1
2956,32.0,0.0,1,14.0,2,1,3.0,3.0,standard,4.0,2.0,0,4,seniormanager,356310.0,0,2,0,2
2957,46.0,0.0,1,16.0,0,0,1.0,3.0,basic,4.0,6.0,0,4,executive,272895.0,0,2,0,0
2958,36.0,0.0,1,16.0,0,1,1.0,3.0,standard,4.0,5.0,0,3,seniormanager,365820.0,0,2,1,0
2959,33.0,0.0,1,12.0,0,1,1.0,3.0,standard,4.0,1.0,0,3,seniormanager,347100.0,0,2,1,0
2960,41.0,0.0,1,21.0,0,1,1.0,3.0,standard,4.0,2.0,0,4,seniormanager,387195.0,0,2,1,0
2961,50.0,1.0,1,22.0,0,1,2.0,3.0,superdeluxe,4.0,6.0,0,4,avp,446355.0,0,3,1,1
2962,56.0,1.0,1,19.0,0,1,1.0,3.0,standard,4.0,2.0,0,4,seniormanager,360000.0,0,1,1,0
2963,46.0,0.0,1,7.0,0,0,2.0,3.0,standard,4.0,4.0,1,3,seniormanager,335160.0,1,2,0,1
2964,51.0,1.0,2,10.0,1,1,2.0,3.0,standard,4.0,6.0,1,1,seniormanager,300000.0,0,1,1,1
2965,37.0,1.0,2,6.0,1,1,2.0,3.0,standard,4.0,1.0,1,1,seniormanager,400000.0,1,3,1,1
2966,49.0,1.0,2,8.0,0,1,2.0,3.0,standard,4.0,1.0,1,1,seniormanager,374640.0,0,2,1,1
2967,42.0,0.0,2,14.0,1,1,2.0,3.0,deluxe,4.0,2.0,1,2,manager,264585.0,1,2,0,1
2968,39.0,0.0,1,18.0,1,1,2.0,3.0,deluxe,4.0,2.0,0,1,manager,328170.0,0,3,0,1
2969,30.0,1.0,1,11.0,1,1,2.0,3.0,standard,4.0,1.0,0,1,executive,257265.0,0,2,1,1
2970,36.0,0.0,1,15.0,0,1,2.0,3.0,standard,4.0,2.0,0,2,seniormanager,381735.0,0,1,0,1
2971,32.0,0.0,1,9.0,1,0,2.0,3.0,standard,4.0,2.0,0,1,seniormanager,413040.0,0,2,1,1
2972,54.0,1.0,1,7.0,0,1,2.0,3.0,deluxe,4.0,2.0,0,2,manager,381450.0,0,1,1,1
2973,31.0,0.0,1,21.0,1,1,1.0,3.0,basic,4.0,2.0,0,2,executive,250000.0,0,2,1,0
2974,41.0,0.0,1,26.0,2,1,2.0,3.0,deluxe,4.0,3.0,0,2,manager,366570.0,1,0,1,1
2975,35.0,1.0,1,8.0,0,1,1.0,3.0,standard,4.0,4.0,0,2,seniormanager,385470.0,0,2,1,0
2976,20.0,1.0,1,10.0,2,1,1.0,3.0,standard,4.0,1.0,0,1,seniormanager,266565.0,0,3,0,0
2977,32.0,0.0,1,14.0,0,1,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,360000.0,0,1,1,0
2978,29.0,1.0,1,10.0,0,1,1.0,3.0,standard,4.0,2.0,0,2,seniormanager,358095.0,0,1,0,0
2979,50.0,1.0,1,7.0,0,0,1.0,3.0,standard,4.0,2.0,0,1,seniormanager,442110.0,0,2,0,0
2980,56.0,1.0,1,28.0,0,0,2.0,3.0,superdeluxe,5.0,6.0,0,1,avp,533670.0,0,0,1,1
2981,51.0,1.0,1,8.0,0,1,3.0,4.0,superdeluxe,5.0,4.0,0,4,avp,469830.0,0,0,1,-1
2982,48.0,0.0,1,8.0,0,1,3.0,3.0,king,4.0,4.0,0,1,vp,568275.0,0,2,0,-1
2983,28.0,0.0,1,18.0,1,1,1.0,3.0,basic,3.0,3.0,0,4,executive,259245.0,1,2,0,0
2984,35.0,0.0,2,15.0,0,0,2.0,4.0,superdeluxe,4.0,2.0,0,1,avp,448140.0,0,3,1,0
2985,54.0,0.0,3,13.0,1,1,2.0,4.0,standard,4.0,1.0,0,2,seniormanager,469290.0,0,3,1,0
2986,32.0,1.0,2,17.0,1,0,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,353805.0,0,3,1,1
2987,39.0,1.0,2,12.0,2,1,2.0,4.0,basic,4.0,2.0,0,2,executive,326235.0,0,1,1,1
2988,41.0,0.0,3,10.0,1,0,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,394965.0,0,3,1,0
2989,20.0,1.0,3,20.0,0,0,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,400000.0,0,2,0,0
2990,55.0,1.0,2,14.0,1,1,2.0,4.0,superdeluxe,5.0,3.0,0,2,avp,474960.0,0,0,0,0
2991,50.0,0.0,3,16.0,1,1,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,399465.0,0,2,1,0
2992,31.0,1.0,2,9.0,1,0,2.0,4.0,deluxe,4.0,2.0,0,2,manager,339210.0,0,2,1,0
2993,44.0,1.0,2,10.0,0,0,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,410000.0,0,3,0,1
2994,40.0,0.0,2,12.0,1,0,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,465660.0,0,2,0,1
2995,50.0,1.0,3,8.0,1,1,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,382980.0,0,1,1,0
2996,45.0,1.0,2,14.0,0,0,2.0,4.0,standard,5.0,2.0,0,1,seniormanager,522615.0,0,3,0,1
2997,49.0,0.0,2,17.0,1,1,2.0,4.0,superdeluxe,5.0,5.0,0,1,avp,360000.0,0,2,1,0
2998,40.0,1.0,2,11.0,1,0,2.0,4.0,standard,4.0,5.0,0,2,seniormanager,406095.0,0,3,1,0
2999,49.0,0.0,2,13.0,0,1,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,363660.0,0,2,0,1
3000,50.0,0.0,2,16.0,1,1,2.0,4.0,superdeluxe,5.0,2.0,0,2,avp,480000.0,0,0,0,0
3001,49.0,1.0,2,10.0,0,0,2.0,4.0,superdeluxe,4.0,7.0,0,2,avp,474390.0,0,2,0,1
3002,44.0,1.0,2,9.0,2,1,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,424005.0,0,1,1,1
3003,44.0,0.0,3,20.0,0,1,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,381015.0,0,1,0,1
3004,26.0,1.0,2,11.0,0,1,2.0,4.0,basic,4.0,2.0,0,2,executive,304320.0,1,0,1,0
3005,23.0,0.0,2,7.0,0,0,2.0,4.0,basic,5.0,3.0,1,2,executive,351945.0,0,0,0,0
3006,53.0,1.0,2,7.0,0,0,2.0,4.0,standard,4.0,5.0,1,2,seniormanager,381840.0,0,0,0,1
3007,50.0,1.0,2,9.0,0,1,2.0,4.0,deluxe,4.0,1.0,1,2,manager,274425.0,1,0,0,1
3008,37.0,0.0,1,14.0,0,0,2.0,3.0,basic,4.0,1.0,0,2,executive,300000.0,0,2,0,1
3009,49.0,0.0,1,10.0,0,1,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,372240.0,0,2,1,1
3010,45.0,1.0,1,10.0,0,1,2.0,5.0,deluxe,5.0,3.0,0,1,manager,354690.0,0,3,0,1
3011,31.0,1.0,1,5.0,1,0,2.0,4.0,standard,4.0,2.0,0,1,seniormanager,400000.0,0,1,1,1
3012,34.0,0.0,1,11.0,1,0,2.0,4.0,basic,4.0,5.0,0,1,executive,284115.0,0,3,0,1
3013,53.0,1.0,1,11.0,0,1,2.0,5.0,standard,4.0,2.0,0,1,seniormanager,364335.0,0,2,1,0
3014,42.0,1.0,1,11.0,0,0,2.0,4.0,standard,4.0,5.0,0,2,seniormanager,460000.0,0,3,1,1
3015,46.0,1.0,1,6.0,1,0,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,390255.0,0,1,0,1
3016,29.0,0.0,1,15.0,1,0,2.0,4.0,deluxe,5.0,3.0,0,2,manager,351060.0,0,1,0,1
3017,43.0,1.0,1,25.0,2,1,2.0,4.0,standard,4.0,5.0,0,2,seniormanager,431925.0,1,1,0,0
3018,36.0,1.0,1,9.0,2,1,2.0,4.0,basic,5.0,7.0,0,1,executive,315735.0,1,1,0,1
3019,46.0,1.0,1,6.0,2,1,2.0,4.0,standard,4.0,2.0,0,2,seniormanager,349005.0,0,1,1,0
3020,26.0,1.0,1,23.0,1,0,2.0,4.0,deluxe,4.0,3.0,0,2,manager,351840.0,0,3,1,1
3021,55.0,1.0,1,8.0,2,0,2.0,4.0,standard,4.0,2.0,1,1,seniormanager,370000.0,0,1,0,0
3022,39.0,1.0,3,29.0,1,1,3.0,1.0,basic,5.0,2.0,0,2,executive,314085.0,0,2,0,2
3023,44.0,0.0,1,35.0,0,1,3.0,2.0,deluxe,4.0,2.0,0,2,manager,350000.0,0,1,0,2
3024,40.0,1.0,1,9.0,0,1,3.0,2.0,deluxe,4.0,5.0,0,1,manager,318300.0,0,3,1,2
3025,30.0,0.0,3,26.0,0,0,3.0,3.0,deluxe,3.0,5.0,0,4,manager,340000.0,0,3,0,1
3026,39.0,1.0,2,14.0,1,0,2.0,5.0,deluxe,5.0,3.0,0,2,manager,411645.0,0,0,0,0
3027,31.0,1.0,2,23.0,0,0,2.0,5.0,superdeluxe,4.0,3.0,0,1,avp,539310.0,0,0,1,1
3028,28.0,1.0,2,15.0,2,0,2.0,5.0,basic,5.0,7.0,0,2,executive,259410.0,1,0,0,1
3029,28.0,0.0,3,14.0,1,1,2.0,5.0,standard,5.0,3.0,0,2,seniormanager,393150.0,0,0,0,1
3030,26.0,0.0,2,15.0,2,0,2.0,5.0,basic,5.0,7.0,1,2,executive,268050.0,0,0,0,1
3031,48.0,0.0,1,9.0,2,1,2.0,5.0,standard,5.0,2.0,0,1,seniormanager,357495.0,0,0,0,1
3032,41.0,1.0,2,13.0,0,0,3.0,4.0,standard,4.0,2.0,0,2,seniormanager,400000.0,0,3,1,2
3033,30.0,1.0,2,10.0,1,0,4.0,5.0,standard,4.0,2.0,0,1,seniormanager,457770.0,0,1,1,3
3034,32.0,1.0,2,8.0,1,0,3.0,4.0,superdeluxe,5.0,5.0,0,2,avp,435990.0,0,3,1,2
3035,48.0,1.0,2,13.0,0,1,3.0,4.0,standard,5.0,2.0,0,1,seniormanager,440505.0,0,3,1,2
3036,38.0,1.0,3,31.0,1,1,4.0,4.0,standard,4.0,2.0,0,1,seniormanager,407130.0,0,3,1,3
3037,41.0,0.0,2,9.0,1,1,3.0,4.0,standard,4.0,2.0,0,2,seniormanager,420600.0,0,0,1,2
3038,38.0,0.0,2,14.0,1,0,3.0,4.0,deluxe,4.0,8.0,0,2,manager,328140.0,0,2,0,2
3039,51.0,0.0,2,10.0,1,0,3.0,4.0,basic,4.0,6.0,0,1,executive,326970.0,0,0,0,2
3040,32.0,1.0,2,27.0,0,1,3.0,4.0,standard,4.0,2.0,0,2,seniormanager,371565.0,0,2,0,2
3041,42.0,1.0,2,7.0,1,0,3.0,4.0,king,5.0,,0,2,seniormanager,456135.0,0,2,0,2
3042,47.0,1.0,2,13.0,0,0,3.0,4.0,standard,4.0,2.0,0,2,seniormanager,500000.0,0,2,1,2
3043,40.0,1.0,2,16.0,1,0,4.0,4.0,standard,4.0,7.0,0,2,seniormanager,397710.0,0,2,1,3
3044,29.0,1.0,2,8.0,1,0,3.0,4.0,standard,4.0,2.0,0,2,vp,382950.0,0,2,0,2
3045,47.0,1.0,2,16.0,0,0,3.0,4.0,deluxe,4.0,7.0,0,1,manager,322050.0,0,2,1,2
3046,39.0,0.0,3,11.0,2,0,4.0,4.0,basic,4.0,2.0,0,1,executive,314265.0,0,0,0,3
3047,33.0,1.0,2,16.0,2,0,4.0,4.0,basic,4.0,2.0,0,2,executive,316950.0,1,0,0,3
3048,31.0,1.0,2,6.0,1,0,4.0,4.0,standard,4.0,2.0,0,2,seniormanager,468645.0,0,2,0,3
3049,49.0,1.0,1,9.0,1,0,2.0,5.0,standard,4.0,2.0,1,2,seniormanager,350700.0,0,1,1,1
3050,50.0,1.0,3,27.0,1,0,3.0,4.0,deluxe,4.0,2.0,1,2,manager,400000.0,1,1,0,2
3051,34.0,1.0,1,8.0,1,1,4.0,4.0,deluxe,5.0,3.0,0,2,manager,393690.0,0,2,1,3
3052,55.0,1.0,1,8.0,0,1,3.0,4.0,deluxe,5.0,7.0,0,2,manager,353940.0,0,3,0,2
3053,32.0,1.0,1,9.0,2,0,3.0,5.0,basic,4.0,3.0,0,2,executive,254490.0,0,0,0,2
3054,46.0,1.0,1,8.0,1,0,4.0,4.0,basic,5.0,3.0,0,2,executive,310000.0,1,0,0,3
3055,41.0,1.0,1,30.0,0,1,3.0,3.0,deluxe,3.0,5.0,0,4,manager,,0,2,1,1
3056,37.0,0.0,2,9.0,1,0,2.0,3.0,deluxe,5.0,3.0,0,3,manager,340245.0,0,1,0,1
3057,36.0,1.0,2,22.0,1,0,2.0,3.0,deluxe,4.0,6.0,0,3,manager,343920.0,1,2,1,1
3058,40.0,0.0,2,9.0,1,0,3.0,3.0,deluxe,4.0,2.0,0,3,manager,312465.0,0,3,1,2
3059,43.0,1.0,3,14.0,1,0,3.0,3.0,superdeluxe,5.0,5.0,0,3,avp,512595.0,0,3,1,2
3060,43.0,1.0,2,9.0,1,0,3.0,3.0,superdeluxe,4.0,2.0,0,3,avp,550620.0,0,3,1,2
3061,31.0,1.0,3,17.0,1,1,3.0,3.0,basic,4.0,1.0,0,3,executive,262890.0,1,2,1,2
3062,34.0,1.0,2,13.0,1,0,2.0,3.0,standard,4.0,2.0,0,3,seniormanager,426510.0,0,2,1,1
3063,28.0,1.0,3,,1,0,3.0,3.0,deluxe,5.0,3.0,0,4,manager,290000.0,0,1,0,2
3064,31.0,1.0,2,23.0,0,0,2.0,3.0,deluxe,4.0,1.0,0,3,manager,319050.0,0,2,0,1
3065,50.0,1.0,2,10.0,0,0,3.0,3.0,standard,4.0,5.0,0,3,seniormanager,357600.0,0,2,0,2
3066,46.0,0.0,2,8.0,0,0,2.0,3.0,deluxe,5.0,3.0,0,3,manager,342330.0,0,2,0,1
3067,49.0,1.0,2,14.0,0,0,3.0,3.0,standard,4.0,3.0,0,3,seniormanager,366270.0,0,2,0,2
3068,49.0,0.0,3,16.0,0,0,3.0,3.0,superdeluxe,4.0,1.0,0,4,avp,459630.0,1,0,1,2
3069,36.0,0.0,3,11.0,0,0,3.0,3.0,standard,4.0,2.0,0,3,seniormanager,340000.0,0,3,1,2
3070,29.0,1.0,2,7.0,0,0,3.0,3.0,standard,4.0,1.0,0,3,seniormanager,440460.0,0,2,1,2
3071,40.0,1.0,1,,1,0,2.0,3.0,deluxe,4.0,1.0,0,5,avp,,0,2,0,1
3072,42.0,1.0,1,9.0,2,0,2.0,3.0,basic,4.0,1.0,0,4,executive,266205.0,0,2,0,1
3073,35.0,1.0,1,14.0,1,1,2.0,3.0,deluxe,4.0,2.0,0,3,manager,422040.0,0,2,0,1
3074,57.0,0.0,1,10.0,1,0,2.0,3.0,standard,4.0,1.0,0,5,seniormanager,410685.0,0,1,0,1
3075,45.0,0.0,1,,1,1,2.0,3.0,deluxe,4.0,5.0,0,4,manager,309645.0,0,3,1,1
3076,49.0,0.0,1,13.0,0,1,3.0,3.0,standard,4.0,4.0,0,4,seniormanager,400000.0,0,1,1,2
3077,33.0,1.0,1,13.0,0,1,3.0,4.0,basic,4.0,1.0,0,4,executive,309300.0,0,2,1,2
3078,31.0,1.0,1,13.0,0,1,2.0,4.0,deluxe,4.0,2.0,0,3,manager,351765.0,0,1,0,1
3079,52.0,0.0,1,15.0,0,1,2.0,3.0,standard,4.0,2.0,0,5,seniormanager,400000.0,0,1,1,1
3080,,0.0,1,25.0,0,0,2.0,3.0,deluxe,4.0,5.0,0,4,manager,,0,2,0,1
3081,55.0,1.0,1,9.0,0,0,3.0,3.0,superdeluxe,3.0,2.0,0,4,avp,470000.0,0,3,0,1
3082,31.0,1.0,2,7.0,1,0,3.0,5.0,standard,4.0,2.0,0,1,seniormanager,368775.0,0,1,0,2
3083,33.0,0.0,2,35.0,1,1,4.0,5.0,deluxe,4.0,2.0,0,2,manager,369135.0,0,1,1,3
3084,29.0,0.0,3,27.0,0,0,4.0,5.0,standard,4.0,2.0,0,2,seniormanager,374595.0,0,1,0,3
3085,48.0,1.0,2,8.0,1,1,3.0,5.0,deluxe,4.0,2.0,0,2,manager,429915.0,0,2,0,2
3086,26.0,0.0,2,17.0,2,0,3.0,5.0,basic,4.0,2.0,0,2,executive,320160.0,1,0,1,2
3087,49.0,1.0,3,8.0,1,0,4.0,5.0,standard,5.0,7.0,0,1,seniormanager,426375.0,0,0,0,3
3088,37.0,0.0,1,7.0,0,1,3.0,5.0,standard,4.0,3.0,0,2,seniormanager,400000.0,1,2,1,2
3089,38.0,1.0,1,14.0,0,0,3.0,5.0,basic,5.0,3.0,0,2,executive,359160.0,1,2,0,2
3090,50.0,1.0,1,15.0,1,1,4.0,5.0,basic,5.0,3.0,0,2,avp,523815.0,0,0,1,3
3091,47.0,1.0,1,31.0,0,0,3.0,5.0,superdeluxe,5.0,3.0,1,2,avp,547290.0,0,2,0,2
3092,48.0,1.0,2,20.0,1,0,4.0,4.0,king,5.0,,0,2,seniormanager,486015.0,0,3,0,3
3093,48.0,1.0,3,10.0,0,1,3.0,5.0,standard,4.0,7.0,0,2,seniormanager,366000.0,0,1,0,0
3094,51.0,0.0,2,14.0,0,0,3.0,4.0,standard,4.0,1.0,0,1,seniormanager,500000.0,1,2,0,1
3095,50.0,1.0,3,11.0,0,1,3.0,5.0,standard,4.0,4.0,0,1,seniormanager,425100.0,0,2,0,0
3096,41.0,1.0,2,10.0,1,0,3.0,4.0,deluxe,4.0,2.0,0,1,manager,312885.0,0,3,0,0
3097,32.0,0.0,3,15.0,1,0,3.0,4.0,standard,4.0,6.0,0,2,seniormanager,416310.0,0,2,0,1
3098,21.0,0.0,2,13.0,0,0,3.0,4.0,basic,4.0,1.0,0,2,seniormanager,313815.0,0,0,1,0
3099,36.0,0.0,2,8.0,1,0,3.0,4.0,standard,4.0,2.0,0,2,seniormanager,341250.0,0,3,0,1
3100,20.0,1.0,2,10.0,1,0,3.0,4.0,basic,4.0,2.0,0,2,executive,353100.0,0,1,0,1
3101,24.0,0.0,2,7.0,1,1,3.0,4.0,superdeluxe,4.0,1.0,0,2,avp,479445.0,1,3,1,0
3102,40.0,0.0,3,,1,1,2.0,3.0,deluxe,5.0,1.0,0,4,manager,296400.0,0,0,0,0
3103,35.0,1.0,1,11.0,0,0,3.0,5.0,standard,4.0,2.0,0,2,seniormanager,459570.0,0,2,0,1
3104,45.0,0.0,1,12.0,1,1,3.0,4.0,basic,4.0,7.0,0,2,executive,,0,3,0,1
3105,33.0,1.0,1,5.0,0,1,3.0,4.0,standard,4.0,2.0,0,1,seniormanager,516270.0,0,1,0,1
3106,38.0,0.0,1,7.0,0,1,3.0,5.0,standard,4.0,3.0,0,1,seniormanager,423165.0,0,3,1,1
3107,53.0,1.0,1,10.0,0,1,3.0,4.0,superdeluxe,5.0,4.0,0,2,avp,544875.0,0,3,0,1
3108,52.0,1.0,1,8.0,0,1,3.0,4.0,standard,4.0,5.0,0,1,seniormanager,470025.0,0,2,1,0
3109,44.0,1.0,1,8.0,0,0,3.0,4.0,standard,4.0,2.0,1,2,seniormanager,436020.0,0,2,0,1
3110,27.0,1.0,1,20.0,1,0,4.0,5.0,deluxe,5.0,2.0,0,2,manager,387000.0,0,2,0,3
3111,30.0,0.0,3,18.0,1,1,3.0,4.0,basic,4.0,1.0,0,4,executive,253425.0,1,1,0,2
3112,33.0,0.0,2,15.0,2,1,2.0,4.0,standard,4.0,2.0,0,3,seniormanager,400000.0,0,1,1,0
3113,36.0,1.0,3,16.0,1,1,2.0,4.0,standard,4.0,2.0,0,4,seniormanager,379770.0,0,1,1,0
3114,39.0,1.0,2,15.0,1,0,2.0,4.0,standard,4.0,7.0,0,3,seniormanager,404925.0,1,0,1,0
3115,30.0,0.0,2,12.0,1,1,2.0,4.0,standard,4.0,2.0,0,4,seniormanager,398880.0,0,2,0,0
3116,42.0,0.0,2,17.0,1,1,2.0,4.0,basic,4.0,2.0,0,4,executive,330000.0,1,3,1,1
3117,25.0,0.0,2,16.0,1,0,2.0,4.0,basic,4.0,3.0,0,3,executive,344265.0,0,3,0,0
3118,47.0,0.0,2,6.0,1,0,2.0,4.0,standard,4.0,2.0,0,4,seniormanager,406215.0,0,1,1,1
3119,36.0,1.0,3,17.0,1,0,2.0,4.0,basic,4.0,5.0,0,4,executive,271485.0,0,0,0,0
3120,39.0,1.0,3,,1,0,2.0,4.0,basic,4.0,2.0,0,3,executive,311400.0,1,0,0,1
3121,23.0,1.0,2,13.0,1,1,2.0,4.0,basic,4.0,3.0,0,4,executive,300000.0,0,0,1,0
3122,46.0,1.0,2,14.0,1,1,2.0,4.0,deluxe,4.0,7.0,0,3,manager,331260.0,0,1,0,1
3123,30.0,0.0,3,8.0,0,1,2.0,4.0,superdeluxe,4.0,1.0,0,3,avp,416475.0,0,3,1,1
3124,46.0,1.0,3,8.0,0,0,2.0,4.0,standard,5.0,2.0,0,3,seniormanager,478620.0,0,3,1,0
3125,43.0,1.0,3,16.0,0,0,2.0,4.0,standard,4.0,2.0,0,4,seniormanager,317925.0,0,2,1,0
3126,40.0,1.0,2,19.0,0,1,2.0,4.0,deluxe,4.0,2.0,0,3,manager,268395.0,0,2,1,0
3127,37.0,1.0,2,13.0,0,0,2.0,4.0,deluxe,4.0,3.0,0,4,manager,348885.0,0,2,0,0
3128,50.0,1.0,3,7.0,0,0,2.0,4.0,standard,4.0,2.0,0,3,seniormanager,382260.0,0,2,0,1
3129,54.0,1.0,3,11.0,0,0,2.0,4.0,standard,4.0,2.0,0,3,seniormanager,349680.0,0,2,1,1
3130,23.0,1.0,2,10.0,1,0,2.0,4.0,basic,4.0,3.0,1,4,executive,252030.0,0,2,1,0
3131,56.0,0.0,2,7.0,2,0,2.0,4.0,standard,4.0,2.0,1,3,seniormanager,500000.0,1,2,1,0
3132,54.0,0.0,2,7.0,1,1,2.0,4.0,superdeluxe,5.0,1.0,1,3,avp,484680.0,0,2,0,0
3133,43.0,1.0,1,10.0,1,0,2.0,4.0,basic,4.0,3.0,0,3,seniormanager,451575.0,0,0,0,1
