,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,Married,CarPossesion,NumberOfOffspring,Single,NumberOfFollowups > NumberOfPersonVisiting,ProductPitched_Designation,Income / child,MoneyforOneTrip,AllOfcontact,NumberOfPersonVisiting - NumberOfOffspring,ProdTaken
2518,23,1.0,3.0,17,1.0,1.0,2.0,4,4.0,0.0,3,0.0,1.0,4.0,320,1.0,0.0,1,1,1,4_4,319.96800319968,1280.0,25,1.0,0
2519,35,0.0,2.0,7,2.0,1.0,3.0,4,2.0,0.0,7,0.0,1.0,2.0,346,3.0,0.0,2,1,0,2_2,172.99135043247836,593.1428571428571,15,1.0,0
2520,35,0.0,3.0,13,1.0,1.0,2.0,4,2.0,0.0,2,0.0,1.0,2.0,338,1.0,1.0,1,1,1,2_2,337.96620337966203,2028.0,21,1.0,0
2521,54,1.0,3.0,7,2.0,1.0,3.0,4,3.0,0.0,2,0.0,1.0,3.0,297,3.0,1.0,2,1,0,3_3,148.49257537123142,1782.0,15,1.0,1
2522,46,1.0,3.0,13,1.0,1.0,3.0,4,3.0,0.0,5,0.0,2.0,1.0,429,3.0,0.0,2,1,0,3_1,214.48927553622318,1029.6,21,1.0,0
2523,56,0.0,2.0,6,2.0,1.0,3.0,4,3.0,-1.0,2,0.0,1.0,3.0,500,3.0,1.0,2,1,0,3_3,249.98750062496873,3000.0,14,1.0,0
2524,54,1.0,2.0,7,0.0,0.0,2.0,4,3.0,0.0,2,0.0,2.0,3.0,389,1.0,0.0,1,1,1,3_3,388.961103889611,2334.0,15,1.0,0
2525,30,0.0,2.0,20,1.0,0.0,2.0,4,3.0,0.0,2,0.0,1.0,3.0,300,1.0,1.0,1,1,1,3_3,299.97000299970006,1800.0,28,1.0,0
2526,42,0.0,2.0,7,2.0,1.0,2.0,4,2.0,-1.0,7,0.0,1.0,2.0,358,1.0,0.0,1,1,1,2_2,357.96420357964206,613.7142857142857,15,1.0,0
2527,50,1.0,2.0,8,1.0,1.0,3.0,4,1.0,-1.0,1,0.0,2.0,1.0,526,3.0,1.0,2,1,0,1_1,262.9868506574671,6312.0,16,1.0,0
2528,39,1.0,2.0,11,2.0,1.0,2.0,4,2.0,0.0,2,0.0,1.0,2.0,311,3.0,1.0,1,1,1,2_2,310.96890310968905,1866.0,19,1.0,0
2529,51,1.0,3.0,16,2.0,1.0,3.0,4,1.0,0.0,7,0.0,2.0,1.0,533,2.0,1.0,2,1,0,1_1,266.4866756662167,913.7142857142857,24,1.0,0
2530,37,1.0,2.0,10,1.0,0.0,2.0,4,2.0,-1.0,5,0.0,1.0,2.0,355,3.0,1.0,1,1,1,2_2,354.96450354964503,852.0,18,1.0,0
2531,45,1.0,2.0,32,2.0,0.0,2.0,5,2.0,0.0,2,0.0,1.0,2.0,331,1.0,0.0,1,1,1,2_2,330.966903309669,1986.0,42,1.0,0
2532,45,1.0,2.0,13,1.0,1.0,3.0,4,3.0,-1.0,4,0.0,2.0,3.0,500,1.0,0.0,2,1,0,3_3,249.98750062496873,1500.0,21,1.0,0
2533,38,1.0,2.0,7,2.0,1.0,3.0,4,3.0,0.0,2,0.0,1.0,3.0,368,2.0,1.0,2,1,0,3_3,183.99080045997698,2208.0,15,1.0,0
2534,41,0.0,3.0,15,1.0,1.0,3.0,4,4.0,0.0,1,0.0,1.0,4.0,270,0.0,1.0,2,0,0,4_4,134.99325033748312,3240.0,23,1.0,0
2535,28,1.0,2.0,15,1.0,1.0,3.0,4,3.0,0.0,5,0.0,2.0,3.0,389,3.0,1.0,2,1,0,3_3,194.49027548622567,933.6,23,1.0,0
2536,47,0.0,2.0,6,1.0,0.0,3.0,4,2.0,-1.0,2,0.0,1.0,2.0,385,2.0,1.0,2,1,0,2_2,192.49037548122593,2310.0,14,1.0,0
2537,55,1.0,2.0,7,2.0,1.0,3.0,4,3.0,-1.0,1,0.0,1.0,3.0,451,0.0,0.0,2,0,0,3_3,225.4887255637218,5412.0,15,1.0,0
2538,53,1.0,3.0,9,1.0,1.0,3.0,4,1.0,-1.0,3,0.0,2.0,1.0,447,3.0,1.0,2,1,0,1_1,223.48882555872203,1788.0,17,1.0,0
2539,50,0.0,2.0,7,1.0,1.0,3.0,4,3.0,0.0,2,0.0,2.0,3.0,481,2.0,0.0,2,1,0,3_3,240.48797560121992,2886.0,15,1.0,1
2540,27,0.0,2.0,6,2.0,1.0,3.0,4,3.0,0.0,2,0.0,1.0,3.0,245,2.0,1.0,2,1,0,3_3,122.49387530623467,1470.0,14,1.0,0
2541,26,1.0,2.0,7,2.0,0.0,3.0,4,4.0,-1.0,5,0.0,2.0,4.0,310,3.0,1.0,2,1,0,4_4,154.9922503874806,744.0,15,1.0,0
2542,43,1.0,2.0,6,2.0,1.0,3.0,4,3.0,-1.0,2,0.0,1.0,3.0,459,3.0,1.0,2,1,0,3_3,229.4885255737213,2754.0,14,1.0,0
2543,18,1.0,2.0,17,1.0,1.0,3.0,3,4.0,1.0,2,1.0,2.0,4.0,262,3.0,0.0,0,1,0,4_4,2620000.0,1572.0,23,3.0,1
2544,49,0.0,2.0,28,1.0,1.0,3.0,4,2.0,1.0,3,0.0,1.0,2.0,335,0.0,0.0,1,0,0,2_2,334.96650334966506,1340.0,36,2.0,0
2545,30,1.0,2.0,16,1.0,1.0,3.0,2,3.0,1.0,7,0.0,2.0,3.0,423,2.0,0.0,1,1,0,3_3,422.9577042295771,725.1428571428571,20,2.0,0
2546,55,0.0,2.0,9,1.0,0.0,3.0,3,2.0,1.0,4,1.0,1.0,2.0,328,3.0,0.0,0,1,0,2_2,3280000.0,984.0,15,3.0,0
2547,43,1.0,3.0,20,1.0,1.0,3.0,3,4.0,1.0,3,0.0,2.0,4.0,359,3.0,0.0,1,1,0,4_4,358.964103589641,1436.0,26,2.0,0
2548,26,1.0,1.0,14,1.0,0.0,3.0,4,4.0,1.0,3,0.0,1.0,4.0,325,3.0,0.0,0,1,0,4_4,3250000.0,1300.0,22,3.0,0
2549,43,1.0,1.0,15,1.0,1.0,3.0,4,4.0,1.0,7,0.0,1.0,4.0,355,3.0,0.0,1,1,0,4_4,354.96450354964503,608.5714285714286,23,2.0,1
2550,52,1.0,1.0,12,1.0,1.0,3.0,4,4.0,1.0,4,0.0,1.0,4.0,300,0.0,0.0,1,0,0,4_4,299.97000299970006,900.0,20,2.0,1
2551,36,0.0,1.0,16,1.0,0.0,3.0,4,4.0,1.0,2,0.0,1.0,4.0,302,3.0,1.0,0,1,0,4_4,3020000.0,1812.0,24,3.0,0
2552,34,0.0,1.0,19,0.0,1.0,3.0,3,4.0,1.0,5,0.0,1.0,4.0,310,2.0,0.0,1,1,0,4_4,309.96900309969004,744.0,25,2.0,1
2553,44,1.0,2.0,6,2.0,1.0,3.0,4,1.0,0.0,5,1.0,1.0,1.0,458,3.0,1.0,2,1,0,1_1,228.98855057247135,1099.2,14,1.0,0
2554,36,0.0,2.0,13,1.0,1.0,3.0,4,3.0,0.0,2,1.0,1.0,3.0,364,2.0,0.0,2,1,0,3_3,181.99090045497724,2184.0,21,1.0,1
2555,24,0.0,2.0,8,2.0,0.0,2.0,4,3.0,0.0,2,1.0,2.0,3.0,415,2.0,0.0,1,1,1,3_3,414.95850414958505,2490.0,16,1.0,1
2556,37,1.0,2.0,24,2.0,1.0,3.0,4,4.0,0.0,7,1.0,1.0,4.0,300,0.0,0.0,2,0,0,4_4,149.99250037498123,514.2857142857143,32,1.0,1
2557,39,0.0,1.0,16,2.0,1.0,2.0,3,2.0,1.0,1,0.0,-1.0,2.0,352,2.0,0.0,1,1,0,2_2,351.96480351964806,4224.0,22,1.0,0
2558,31,1.0,2.0,32,1.0,0.0,3.0,3,2.0,1.0,2,0.0,2.0,2.0,325,0.0,0.0,2,0,0,2_2,162.49187540622967,1950.0,38,1.0,1
2559,48,1.0,1.0,8,0.0,0.0,3.0,5,3.0,0.0,6,0.0,1.0,3.0,375,2.0,0.0,2,1,1,3_3,187.49062546872653,750.0,18,1.0,0
2560,52,1.0,1.0,13,2.0,1.0,3.0,4,3.0,0.0,3,0.0,2.0,3.0,412,2.0,1.0,2,1,0,3_3,205.98970051497423,1648.0,21,1.0,0
2561,22,0.0,1.0,10,1.0,1.0,2.0,4,4.0,0.0,3,0.0,1.0,4.0,300,0.0,0.0,1,0,1,4_4,299.97000299970006,1200.0,18,1.0,1
2562,55,1.0,1.0,13,2.0,0.0,3.0,4,1.0,-1.0,5,0.0,2.0,1.0,500,3.0,0.0,2,1,0,1_1,249.98750062496873,1200.0,21,1.0,0
2563,25,0.0,1.0,8,0.0,1.0,3.0,4,4.0,0.0,7,0.0,1.0,4.0,309,0.0,1.0,2,0,0,4_4,154.49227538623066,529.7142857142857,16,1.0,1
2564,33,0.0,1.0,9,0.0,1.0,3.0,4,4.0,0.0,7,0.0,1.0,4.0,256,1.0,1.0,2,1,0,4_4,127.99360031998398,438.85714285714283,17,1.0,1
2565,47,1.0,1.0,8,2.0,0.0,3.0,4,3.0,0.0,5,0.0,1.0,3.0,400,1.0,1.0,2,1,0,3_3,199.99000049997497,960.0,16,1.0,0
2566,46,1.0,1.0,13,2.0,1.0,3.0,4,1.0,-1.0,7,0.0,1.0,1.0,478,0.0,1.0,2,0,0,1_1,238.9880505974701,819.4285714285714,21,1.0,0
2567,38,1.0,1.0,14,2.0,1.0,3.0,4,3.0,0.0,2,0.0,1.0,3.0,269,3.0,1.0,2,1,0,3_3,134.49327533623318,1614.0,22,1.0,0
2568,53,1.0,1.0,6,2.0,1.0,3.0,4,3.0,0.0,5,0.0,2.0,3.0,371,3.0,0.0,2,1,0,3_3,185.4907254637268,890.4,14,1.0,0
2569,50,1.0,1.0,33,2.0,0.0,3.0,4,1.0,0.0,1,0.0,1.0,1.0,536,0.0,1.0,2,0,0,1_1,267.9866006699665,6432.0,41,1.0,0
2570,42,1.0,1.0,9,1.0,1.0,3.0,4,1.0,0.0,2,0.0,1.0,1.0,420,3.0,1.0,2,1,0,1_1,209.98950052497372,2520.0,17,1.0,0
2571,49,0.0,1.0,6,2.0,0.0,2.0,4,3.0,0.0,2,0.0,1.0,3.0,442,1.0,1.0,1,1,1,3_3,441.95580441955804,2652.0,14,1.0,0
2572,25,1.0,1.0,8,1.0,1.0,2.0,4,4.0,0.0,2,0.0,1.0,4.0,257,3.0,0.0,1,1,1,4_4,256.97430256974303,1542.0,16,1.0,1
2573,41,0.0,1.0,7,2.0,1.0,3.0,4,3.0,0.0,5,0.0,1.0,3.0,389,1.0,1.0,2,1,0,3_3,194.49027548622567,933.6,15,1.0,0
2574,36,1.0,1.0,9,2.0,0.0,2.0,4,3.0,0.0,2,0.0,1.0,3.0,350,1.0,0.0,1,1,1,3_3,349.96500349965004,2100.0,17,1.0,0
2575,40,1.0,1.0,12,1.0,0.0,2.0,4,4.0,0.0,7,0.0,1.0,4.0,300,3.0,0.0,1,1,1,4_4,299.97000299970006,514.2857142857143,20,1.0,0
2576,51,1.0,1.0,4,2.0,1.0,2.0,4,3.0,0.0,2,0.0,2.0,3.0,300,2.0,0.0,1,1,1,3_3,299.97000299970006,1800.0,12,1.0,0
2577,49,0.0,1.0,9,2.0,0.0,3.0,2,2.0,1.0,3,0.0,2.0,2.0,462,2.0,1.0,1,1,0,2_2,461.95380461953806,1848.0,13,2.0,0
2578,21,0.0,1.0,12,1.0,1.0,3.0,3,4.0,1.0,2,0.0,1.0,4.0,252,0.0,1.0,0,0,0,4_4,2520000.0,1512.0,18,3.0,0
2579,46,1.0,1.0,7,1.0,0.0,3.0,4,3.0,0.0,2,1.0,1.0,3.0,381,1.0,1.0,2,1,0,3_3,190.49047547622618,2286.0,15,1.0,0
2580,46,1.0,2.0,35,2.0,1.0,3.0,3,1.0,1.0,5,0.0,2.0,2.0,411,2.0,0.0,2,1,0,1_2,205.4897255137243,986.4,41,1.0,0
2581,46,0.0,1.0,10,1.0,0.0,3.0,3,3.0,0.0,2,0.0,-2.0,3.0,490,2.0,1.0,0,1,0,3_3,4900000.0,2940.0,16,3.0,0
2582,60,0.0,1.0,14,1.0,1.0,3.0,3,1.0,-1.0,1,0.0,-1.0,1.0,400,2.0,1.0,0,1,0,1_1,4000000.0,4800.0,20,3.0,0
2583,43,1.0,3.0,15,1.0,1.0,3.0,3,2.0,0.0,5,0.0,0.0,2.0,300,2.0,1.0,0,1,0,2_2,3000000.0,720.0,21,3.0,0
2584,55,0.0,1.0,13,2.0,1.0,3.0,3,3.0,0.0,2,0.0,0.0,3.0,422,1.0,1.0,0,1,0,3_3,4220000.0,2532.0,19,3.0,0
2585,34,1.0,1.0,13,1.0,0.0,3.0,3,4.0,0.0,1,1.0,-1.0,4.0,263,2.0,1.0,0,1,0,4_4,2630000.0,3156.0,19,3.0,0
2586,53,0.0,1.0,16,2.0,1.0,2.0,3,0.0,1.0,4,0.0,-2.0,0.0,524,2.0,0.0,0,1,0,0_0,5240000.0,1572.0,22,2.0,0
2587,34,0.0,2.0,16,1.0,0.0,3.0,3,2.0,1.0,1,0.0,0.0,2.0,313,2.0,1.0,0,1,0,2_2,3130000.0,3756.0,22,3.0,0
2588,38,0.0,2.0,13,1.0,0.0,3.0,4,3.0,0.0,1,0.0,-1.0,3.0,413,1.0,0.0,2,1,0,3_3,206.48967551622417,4956.0,21,1.0,0
2589,28,0.0,3.0,11,1.0,1.0,3.0,4,3.0,0.0,2,0.0,0.0,3.0,351,2.0,1.0,2,1,0,3_3,175.49122543872804,2106.0,19,1.0,0
2590,27,0.0,2.0,9,1.0,1.0,3.0,4,2.0,0.0,7,0.0,0.0,2.0,330,1.0,0.0,2,1,0,2_2,164.99175041247935,565.7142857142857,17,1.0,0
2591,40,1.0,3.0,22,0.0,1.0,3.0,4,3.0,0.0,6,0.0,0.0,3.0,429,1.0,1.0,2,1,0,3_3,214.48927553622318,858.0,30,1.0,0
2592,45,1.0,2.0,9,1.0,1.0,3.0,4,3.0,0.0,6,0.0,-1.0,0.0,547,2.0,1.0,2,1,0,3_0,273.4863256837158,1094.0,17,1.0,0
2593,34,1.0,2.0,16,1.0,1.0,3.0,4,4.0,-1.0,7,0.0,-1.0,4.0,311,1.0,0.0,2,1,0,4_4,155.49222538873056,533.1428571428571,24,1.0,0
2594,39,0.0,3.0,6,2.0,0.0,3.0,4,3.0,0.0,2,0.0,0.0,3.0,502,1.0,0.0,2,1,0,3_3,250.9874506274686,3012.0,14,1.0,0
2595,35,1.0,3.0,15,2.0,0.0,3.0,4,3.0,0.0,2,0.0,0.0,3.0,400,3.0,0.0,2,1,0,3_3,199.99000049997497,2400.0,23,1.0,0
2596,42,1.0,2.0,15,2.0,0.0,3.0,4,3.0,0.0,5,0.0,-1.0,3.0,415,2.0,1.0,2,1,0,3_3,207.48962551872404,996.0,23,1.0,0
2597,30,0.0,2.0,9,2.0,0.0,1.0,3,4.0,0.0,5,0.0,1.0,4.0,257,3.0,0.0,0,1,1,4_4,2570000.0,616.8,15,1.0,1
2598,47,0.0,2.0,12,1.0,1.0,3.0,4,3.0,0.0,3,1.0,0.0,3.0,381,2.0,1.0,2,1,0,3_3,190.49047547622618,1524.0,20,1.0,0
2599,39,0.0,2.0,14,2.0,0.0,3.0,3,2.0,1.0,3,0.0,0.0,2.0,317,2.0,0.0,0,1,0,2_2,3170000.0,1268.0,20,3.0,0
2600,53,1.0,1.0,9,0.0,1.0,3.0,4,4.0,1.0,5,0.0,-1.0,4.0,256,3.0,1.0,1,1,0,4_4,255.97440255974402,614.4,17,2.0,0
2601,37,1.0,1.0,14,1.0,1.0,3.0,4,4.0,1.0,2,0.0,0.0,4.0,273,3.0,0.0,1,1,0,4_4,272.972702729727,1638.0,22,2.0,1
2602,24,1.0,1.0,15,1.0,1.0,3.0,4,4.0,1.0,3,0.0,-1.0,4.0,306,3.0,1.0,0,1,0,4_4,3060000.0,1224.0,23,3.0,0
2603,38,0.0,1.0,18,1.0,0.0,3.0,3,2.0,1.0,3,0.0,-1.0,2.0,303,3.0,0.0,0,1,0,2_2,3030000.0,1212.0,24,3.0,0
2604,23,1.0,2.0,16,1.0,1.0,3.0,4,1.0,0.0,2,0.0,0.0,1.0,396,0.0,0.0,2,0,0,1_1,197.99010049497522,2376.0,24,1.0,0
2605,20,1.0,3.0,11,1.0,1.0,2.0,3,4.0,0.0,2,0.0,0.0,4.0,254,3.0,1.0,0,1,0,4_4,2540000.0,1524.0,17,2.0,0
2606,29,0.0,2.0,14,1.0,1.0,2.0,3,4.0,1.0,2,0.0,0.0,4.0,249,3.0,0.0,1,1,0,4_4,248.97510248975104,1494.0,20,1.0,1
2607,26,0.0,3.0,15,1.0,0.0,2.0,3,4.0,1.0,7,0.0,-1.0,4.0,315,1.0,0.0,1,1,0,4_4,314.96850314968503,540.0,21,1.0,0
2608,33,1.0,2.0,18,1.0,0.0,2.0,3,2.0,1.0,3,0.0,-1.0,2.0,297,2.0,0.0,0,1,0,2_2,2970000.0,1188.0,24,2.0,0
2609,33,1.0,2.0,16,1.0,1.0,2.0,1,4.0,0.0,2,0.0,0.0,4.0,252,3.0,0.0,0,1,0,4_4,2520000.0,1512.0,18,2.0,0
2610,40,1.0,3.0,11,2.0,1.0,3.0,3,1.0,-1.0,2,0.0,-1.0,1.0,500,2.0,1.0,2,1,0,1_1,249.98750062496873,3000.0,17,1.0,0
2611,35,0.0,1.0,15,1.0,0.0,3.0,3,4.0,1.0,2,0.0,-1.0,4.0,293,3.0,1.0,1,1,0,4_4,292.97070292970704,1758.0,21,2.0,1
2612,39,0.0,1.0,33,1.0,1.0,3.0,5,0.0,-1.0,3,0.0,-1.0,4.0,529,2.0,0.0,2,1,1,0_4,264.48677566121694,2116.0,43,1.0,0
2613,34,0.0,2.0,15,2.0,1.0,2.0,2,3.0,1.0,2,0.0,0.0,3.0,382,1.0,1.0,0,1,0,3_3,3820000.0,2292.0,19,2.0,0
2614,45,1.0,2.0,14,2.0,1.0,2.0,3,4.0,1.0,1,0.0,-1.0,4.0,257,2.0,0.0,1,1,0,4_4,256.97430256974303,3084.0,20,1.0,0
2615,31,1.0,2.0,15,2.0,0.0,2.0,1,3.0,1.0,3,0.0,0.0,3.0,380,2.0,1.0,0,1,0,3_3,3800000.0,1520.0,17,2.0,0
2616,30,1.0,2.0,8,2.0,1.0,2.0,3,2.0,1.0,1,0.0,-1.0,2.0,253,2.0,0.0,0,1,0,2_2,2530000.0,3036.0,14,2.0,0
2617,49,1.0,2.0,34,2.0,1.0,2.0,2,2.0,1.0,3,0.0,0.0,2.0,336,1.0,0.0,1,1,0,2_2,335.966403359664,1344.0,38,1.0,0
2618,48,1.0,1.0,31,2.0,1.0,3.0,4,1.0,0.0,5,0.0,0.0,1.0,500,1.0,0.0,2,1,0,1_1,249.98750062496873,1200.0,39,1.0,0
2619,54,1.0,1.0,9,2.0,1.0,3.0,4,3.0,0.0,5,0.0,-2.0,3.0,365,2.0,1.0,2,1,0,3_3,182.49087545622717,876.0,17,1.0,1
2620,28,1.0,1.0,16,1.0,0.0,2.0,2,4.0,1.0,2,0.0,0.0,4.0,319,2.0,1.0,0,1,0,4_4,3190000.0,1914.0,20,2.0,0
2621,47,0.0,1.0,16,1.0,1.0,2.0,3,2.0,1.0,1,0.0,-1.0,2.0,300,2.0,1.0,1,1,0,2_2,299.97000299970006,3600.0,22,1.0,0
2622,37,1.0,1.0,13,1.0,0.0,2.0,3,2.0,1.0,1,0.0,-1.0,2.0,302,2.0,1.0,1,1,0,2_2,301.969803019698,3624.0,19,1.0,0
2623,44,1.0,1.0,23,0.0,1.0,2.0,2,4.0,0.0,7,0.0,-1.0,4.0,315,3.0,0.0,1,1,0,4_4,314.96850314968503,540.0,27,1.0,0
2624,41,1.0,1.0,27,1.0,1.0,2.0,3,2.0,1.0,1,0.0,-2.0,2.0,303,2.0,1.0,1,1,0,2_2,302.96970302969703,3636.0,33,1.0,0
2625,42,1.0,1.0,17,1.0,0.0,2.0,3,2.0,1.0,5,0.0,-1.0,2.0,296,3.0,1.0,1,1,0,2_2,295.970402959704,710.4,23,1.0,0
2626,36,1.0,1.0,15,2.0,0.0,2.0,1,4.0,1.0,5,0.0,0.0,4.0,266,2.0,1.0,1,1,0,4_4,265.973402659734,638.4,17,1.0,0
2627,31,0.0,1.0,34,2.0,0.0,2.0,3,4.0,1.0,4,0.0,-1.0,4.0,242,3.0,0.0,0,1,0,4_4,2420000.0,726.0,40,2.0,0
2628,46,1.0,1.0,9,1.0,1.0,3.0,4,4.0,1.0,4,0.0,0.0,4.0,473,2.0,1.0,1,1,0,4_4,472.95270472952706,1419.0,17,2.0,0
2629,31,1.0,2.0,17,2.0,1.0,2.0,5,4.0,0.0,3,0.0,1.0,4.0,262,0.0,0.0,1,0,1,4_4,261.973802619738,1048.0,27,1.0,1
2630,51,1.0,2.0,7,1.0,0.0,2.0,5,3.0,0.0,2,0.0,2.0,3.0,359,2.0,1.0,1,1,1,3_3,358.964103589641,2154.0,17,1.0,1
2631,51,1.0,2.0,8,1.0,1.0,2.0,5,3.0,0.0,2,0.0,2.0,3.0,390,2.0,0.0,1,1,1,3_3,389.96100389961003,2340.0,18,1.0,0
2632,34,1.0,2.0,22,1.0,1.0,2.0,5,3.0,0.0,2,0.0,2.0,3.0,457,3.0,1.0,1,1,1,3_3,456.95430456954307,2742.0,32,1.0,0
2633,29,1.0,2.0,10,1.0,1.0,2.0,5,3.0,0.0,1,0.0,1.0,3.0,403,3.0,1.0,1,1,1,3_3,402.95970402959705,4836.0,20,1.0,0
2634,35,1.0,3.0,14,0.0,0.0,3.0,5,3.0,0.0,2,0.0,2.0,3.0,333,2.0,1.0,2,1,1,3_3,166.49167541622916,1998.0,24,1.0,0
2635,42,1.0,2.0,9,2.0,0.0,2.0,5,3.0,0.0,2,0.0,2.0,3.0,464,2.0,0.0,1,1,1,3_3,463.953604639536,2784.0,19,1.0,0
2636,38,1.0,3.0,12,2.0,1.0,3.0,5,3.0,0.0,2,0.0,1.0,3.0,394,2.0,1.0,2,1,1,3_3,196.99015049247535,2364.0,22,1.0,0
2637,32,1.0,2.0,12,0.0,1.0,3.0,5,3.0,0.0,2,1.0,1.0,3.0,416,1.0,0.0,2,1,1,3_3,207.98960051997398,2496.0,22,1.0,0
2638,36,1.0,1.0,13,0.0,0.0,2.0,5,4.0,0.0,2,0.0,1.0,4.0,318,3.0,0.0,1,1,1,4_4,317.968203179682,1908.0,23,1.0,0
2639,34,1.0,1.0,10,2.0,1.0,2.0,5,4.0,0.0,7,0.0,2.0,4.0,322,3.0,1.0,1,1,1,4_4,321.96780321967805,552.0,20,1.0,0
2640,35,0.0,1.0,18,0.0,0.0,3.0,5,4.0,0.0,3,0.0,1.0,4.0,290,3.0,1.0,2,1,1,4_4,144.99275036248187,1160.0,28,1.0,0
2641,40,1.0,1.0,9,0.0,1.0,3.0,5,4.0,-1.0,7,0.0,1.0,4.0,326,3.0,0.0,2,1,1,4_4,162.9918504074796,558.8571428571429,19,1.0,1
2642,20,1.0,1.0,16,2.0,1.0,2.0,5,4.0,-1.0,2,0.0,2.0,4.0,259,2.0,1.0,1,1,1,4_4,258.97410258974105,1554.0,26,1.0,0
2643,32,1.0,2.0,15,0.0,1.0,3.0,4,4.0,0.0,2,0.0,1.0,4.0,280,2.0,0.0,1,1,0,4_4,279.97200279972003,1680.0,23,2.0,0
2644,39,0.0,2.0,10,2.0,1.0,3.0,3,2.0,1.0,7,0.0,1.0,2.0,271,1.0,1.0,1,1,0,2_2,270.97290270972906,464.57142857142856,16,2.0,0
2645,21,1.0,3.0,31,1.0,1.0,3.0,4,4.0,1.0,3,0.0,1.0,2.0,300,0.0,0.0,1,0,0,4_2,299.97000299970006,1200.0,39,2.0,0
2646,40,0.0,3.0,13,2.0,0.0,3.0,4,4.0,0.0,7,0.0,1.0,4.0,360,3.0,0.0,2,1,0,4_4,179.9910004499775,617.1428571428571,21,1.0,0
2647,34,1.0,2.0,16,2.0,1.0,3.0,3,2.0,1.0,5,0.0,1.0,2.0,310,3.0,0.0,1,1,0,2_2,309.96900309969004,744.0,22,2.0,0
2648,34,0.0,2.0,9,1.0,0.0,3.0,4,3.0,1.0,3,0.0,2.0,3.0,368,1.0,0.0,1,1,0,3_3,367.96320367963204,1472.0,17,2.0,0
2649,49,1.0,2.0,9,1.0,1.0,3.0,4,2.0,1.0,5,0.0,2.0,2.0,337,3.0,0.0,1,1,0,2_2,336.966303369663,808.8,17,2.0,0
2650,28,1.0,2.0,7,1.0,1.0,3.0,3,4.0,1.0,2,0.0,1.0,4.0,348,2.0,0.0,1,1,0,4_4,347.965203479652,2088.0,13,2.0,0
2651,36,1.0,2.0,23,2.0,1.0,3.0,3,2.0,1.0,2,0.0,1.0,2.0,317,2.0,0.0,1,1,0,2_2,316.96830316968305,1902.0,29,2.0,0
2652,30,1.0,2.0,15,2.0,0.0,3.0,3,2.0,1.0,3,0.0,2.0,2.0,341,3.0,0.0,1,1,0,2_2,340.96590340965906,1364.0,21,2.0,0
2653,34,1.0,2.0,17,1.0,1.0,3.0,3,2.0,1.0,5,0.0,1.0,2.0,304,2.0,0.0,1,1,0,2_2,303.96960303969604,729.6,23,2.0,0
2654,31,1.0,3.0,21,2.0,0.0,3.0,3,3.0,1.0,2,0.0,2.0,3.0,400,1.0,0.0,2,1,0,3_3,199.99000049997497,2400.0,27,1.0,0
2655,43,0.0,2.0,11,1.0,1.0,3.0,3,4.0,1.0,2,0.0,1.0,4.0,260,2.0,0.0,1,1,0,4_4,259.97400259974,1560.0,17,2.0,0
2656,37,1.0,2.0,10,2.0,0.0,3.0,3,3.0,1.0,2,0.0,1.0,3.0,400,2.0,1.0,1,1,0,3_3,399.9600039996,2400.0,16,2.0,0
2657,34,0.0,3.0,34,2.0,0.0,3.0,3,2.0,1.0,3,0.0,1.0,2.0,321,1.0,1.0,1,1,0,2_2,320.96790320967904,1284.0,40,2.0,0
2658,43,1.0,2.0,30,1.0,0.0,3.0,2,2.0,1.0,5,0.0,1.0,2.0,351,3.0,0.0,1,1,0,2_2,350.96490350964905,842.4,34,2.0,0
2659,32,0.0,3.0,14,1.0,1.0,3.0,2,2.0,1.0,2,0.0,2.0,2.0,370,3.0,0.0,2,1,0,2_2,184.99075046247685,2220.0,18,1.0,0
2660,32,0.0,2.0,7,2.0,1.0,3.0,1,4.0,1.0,2,0.0,1.0,4.0,255,2.0,1.0,1,1,0,4_4,254.97450254974504,1530.0,9,2.0,0
2661,38,0.0,3.0,17,0.0,0.0,3.0,2,2.0,1.0,3,0.0,1.0,2.0,341,0.0,1.0,1,0,0,2_2,340.96590340965906,1364.0,21,2.0,0
2662,36,1.0,2.0,27,2.0,1.0,3.0,4,3.0,1.0,2,0.0,1.0,3.0,354,2.0,0.0,1,1,0,3_3,353.964603539646,2124.0,35,2.0,0
2663,32,1.0,2.0,20,1.0,1.0,3.0,3,3.0,1.0,1,1.0,1.0,3.0,342,2.0,1.0,1,1,0,3_3,341.965803419658,4104.0,26,2.0,0
2664,35,1.0,3.0,9,0.0,1.0,3.0,4,4.0,1.0,5,1.0,2.0,4.0,310,3.0,0.0,2,1,0,4_4,154.9922503874806,744.0,17,1.0,0
2665,39,1.0,1.0,6,2.0,1.0,3.0,3,3.0,1.0,2,0.0,1.0,3.0,337,2.0,1.0,2,1,0,3_3,168.49157542122893,2022.0,12,1.0,0
2666,53,1.0,1.0,7,2.0,1.0,3.0,3,3.0,1.0,5,0.0,2.0,3.0,390,2.0,1.0,2,1,0,3_3,194.9902504874756,936.0,13,1.0,0
